id, latitude, longitude
571,47.40694117,8.55060091
572,47.40493095,8.553010901
573,47.40825127,8.546710931
574,47.40857131,8.54661093
575,47.40590108,8.553470895
576,47.40473099,8.556720877
577,47.40634112,8.552220901
578,47.40526097,8.551660909
579,47.40988145,8.545100936
580,47.4101815,8.546120928
581,47.41040157,8.548230913
582,47.41113162,8.545760927
583,47.40926145,8.550010905
584,47.4108418,8.55876084
585,47.41091188,8.56329081
586,47.41166194,8.561090822
587,47.41274209,8.561360815
588,47.4116019,8.558730837
589,47.41194201,8.563220806
590,47.4014504,8.545250965
591,47.40193044,8.54438097
592,47.39915007,8.542470992
593,47.4077821,8.603310569
594,47.40699194,8.599740594
595,47.37616753,8.56730091
596,47.37453727,8.562440945
597,47.37393719,8.561860951
598,47.36830649,8.56145097
599,47.37103687,8.56508094
600,47.37477719,8.551721011
601,47.36685621,8.551051038
602,47.36806639,8.554021016
603,47.36986659,8.552281022
604,47.36940651,8.549751039
605,47.37006658,8.548971042
606,47.36856642,8.550811035
607,47.36743626,8.549111048
608,47.36748627,8.549211048
609,47.36775631,8.549691044
610,47.36723625,8.550281042
611,47.36824637,8.550361038
612,47.36906646,8.549111044
613,47.3694465,8.548471047
614,47.37029662,8.550201033
615,47.37061666,8.550371031
616,47.37026664,8.552051022
617,47.37013663,8.55244102
618,47.37144684,8.557940982
619,47.3718469,8.558910975
620,47.37185691,8.55977097
621,47.37281704,8.56084096
622,47.37224698,8.562010955
623,47.37663758,8.566850912
624,47.37739768,8.566820909
625,47.37650758,8.567630907
626,47.37863786,8.569090891
627,47.37827784,8.571250879
628,47.37888793,8.573020867
629,47.37937801,8.574000859
630,47.38056814,8.572620863
631,47.38098821,8.573500857
632,47.38395859,8.574130842
633,47.38415866,8.577580821
634,47.38422865,8.576160829
635,47.38529881,8.577930814
636,47.36532599,8.546921068
637,47.36326579,8.55238104
638,47.36378584,8.551001047
639,47.36351583,8.553731031
640,47.36308577,8.553321035
641,47.36280574,8.552931038
642,47.36416589,8.551861041
643,47.36377585,8.552341039
644,47.3641359,8.552961034
645,47.36445594,8.55350103
646,47.36423592,8.553811028
647,47.36303575,8.551751044
648,47.3615756,8.554341033
649,47.36074549,8.55341104
650,47.36206565,8.553801034
651,47.36123555,8.552991042
652,47.36120554,8.552501045
653,47.36178561,8.552761042
654,47.36078545,8.54848107
655,47.3611155,8.549861061
656,47.3612555,8.548011072
657,47.36130551,8.548201071
658,47.36074545,8.548321071
659,47.37117664,8.542001082
660,47.32949188,8.606710826
661,47.33002195,8.608060818
662,47.3289718,8.600760858
663,47.3289318,8.599550865
664,47.3292218,8.580470965
665,47.33061196,8.579840965
666,47.33114203,8.579750964
667,47.33166209,8.579700963
668,47.33163209,8.580800958
669,47.33159208,8.576890979
670,47.33647267,8.576670968
671,47.33670271,8.577600963
672,47.33742279,8.576530967
673,47.33705274,8.576320969
674,47.33519252,8.577350968
675,47.33494249,8.577590967
676,47.33564258,8.578880958
677,47.33575259,8.579060957
678,47.33490248,8.577260969
679,47.33390236,8.578620964
680,47.34051315,8.572480982
681,47.34119326,8.577240954
682,47.34079323,8.581930929
683,47.33682271,8.574680979
684,47.33680269,8.570531002
685,47.34772407,8.577580935
686,47.347304,8.574660952
687,47.34676392,8.571910969
688,47.34613384,8.571530973
689,47.34541375,8.571950972
690,47.34345351,8.572660973
691,47.34346352,8.574100965
692,47.34371356,8.576050954
693,47.34220338,8.576480955
694,47.34218337,8.575190962
695,47.34590384,8.577170942
696,47.34600386,8.578670933
697,47.35021438,8.577340929
698,47.35014437,8.577380929
699,47.35184457,8.576580929
700,47.34891422,8.577950929
701,47.34696397,8.577260938
702,47.34921423,8.573220955
703,47.34886419,8.573700953
704,47.34880419,8.576200939
705,47.34851413,8.57102097
706,47.34893419,8.572770959
707,47.34704395,8.57163097
708,47.34232336,8.570490989
709,47.34589379,8.568160993
710,47.34630384,8.567720994
711,47.34696391,8.567070996
712,47.34874411,8.563291013
713,47.3494442,8.564881002
714,47.34823406,8.565901
715,47.35034433,8.567620984
716,47.3508144,8.569200974
717,47.35395471,8.559431023
718,47.35393473,8.56159101
719,47.33459243,8.571880999
720,47.33022191,8.576370985
721,47.36560616,8.561740977
722,47.3651961,8.560270987
723,47.36693629,8.558630992
724,47.36870655,8.562360964
725,47.36203576,8.56633096
726,47.36325593,8.568820941
727,47.36352598,8.569970934
728,47.36385603,8.571090926
729,47.36090566,8.571380933
730,47.36193575,8.566100961
731,47.35923544,8.56940095
732,47.35938545,8.568550954
733,47.35950546,8.567670959
734,47.36049553,8.561160995
735,47.3877778,8.482431439
736,47.38504752,8.484981427
737,47.39035821,8.490541375
738,47.38968817,8.492771361
739,47.39052806,8.479351454
740,47.38213762,8.515281226
741,47.37944731,8.51576123
742,47.38903847,8.517521192
743,47.38049745,8.517351216
744,47.38137753,8.515491226
745,47.37969738,8.519081207
746,47.37766723,8.525791168
747,47.37686717,8.528791151
748,47.37590712,8.533781121
749,47.37831736,8.530421136
750,47.37882743,8.531021131
751,47.37820737,8.532081126
752,47.37618708,8.527821159
753,47.375607,8.526861167
754,47.37386678,8.526361175
755,47.37623706,8.52613117
756,47.37641709,8.526581167
757,47.37965749,8.52770115
758,47.38067758,8.525271163
759,47.37988747,8.524411171
760,47.37726719,8.526771163
761,47.38012755,8.527981147
762,47.40702194,8.599690594
763,47.40638185,8.599070601
764,47.40478163,8.599040608
765,47.40409152,8.597270622
766,47.40473157,8.595020633
767,47.40464156,8.594960634
768,47.37920722,8.51128126
769,47.37841715,8.51306125
770,47.37814718,8.517591221
771,47.37687707,8.520631204
772,47.37873723,8.516111229
773,47.37901725,8.515211235
774,47.37644708,8.525731172
775,47.37740721,8.526411165
776,47.37799728,8.526751161
777,47.37848734,8.527051158
778,47.37905741,8.527371154
779,47.37733723,8.529331146
780,47.3778473,8.529881141
781,47.37538695,8.52490118
782,47.37502692,8.526081173
783,47.37531698,8.528451157
784,47.37573704,8.529081152
785,47.37506697,8.529881149
786,47.37468692,8.529341153
787,47.37435687,8.528851157
788,47.37405683,8.528441161
789,47.37501694,8.527951161
790,47.37384682,8.529531154
791,47.37430688,8.529811151
792,47.37465693,8.530411146
793,47.37433689,8.530801145
794,47.37400685,8.530211149
795,47.37642711,8.528211156
796,47.37382685,8.531941139
797,47.37556704,8.530651142
798,47.37696717,8.527601158
799,47.37671713,8.526741165
800,47.3764571,8.527331162
801,47.37432685,8.527001169
802,47.37365678,8.527881165
803,47.37595705,8.527431162
804,47.37126652,8.530431155
805,47.3720066,8.529581159
806,47.37106651,8.531121151
807,47.37854759,8.546481032
808,47.38060782,8.545141035
809,47.38207799,8.544341035
810,47.38195797,8.54371104
811,47.38173793,8.542641047
812,47.37994773,8.544141043
813,47.37319678,8.532531137
814,47.37334679,8.53194114
815,47.36991635,8.529151167
816,47.37777739,8.537731091
817,47.37752737,8.538801084
818,47.37722735,8.539901078
819,47.37714735,8.54117107
820,47.37698735,8.542381063
821,47.3764472,8.535021112
822,47.37830761,8.551071004
823,47.37778746,8.543691052
824,47.37886759,8.54357105
825,47.38036777,8.54288105
826,47.38265803,8.541551052
827,47.37880757,8.542531057
828,47.3677562,8.539221109
829,47.35734492,8.535401159
830,47.35657483,8.534841164
831,47.36252552,8.533851156
832,47.36314559,8.533621156
833,47.37377675,8.524711186
834,47.3776773,8.531321132
835,47.38148772,8.528911137
836,47.38392804,8.530941117
837,47.38072763,8.528391143
838,47.38524822,8.532521103
839,47.38463816,8.533031101
840,47.38390808,8.534021097
841,47.38192788,8.536681085
842,47.38248796,8.537641077
843,47.38096778,8.538131079
844,47.38447816,8.534961089
845,47.3842281,8.532171108
846,47.38187783,8.533641105
847,47.38101775,8.535161098
848,47.38717827,8.519281185
849,47.3783475,8.541221067
850,47.37817748,8.541421066
851,47.37786744,8.541511066
852,47.37728737,8.541351069
853,47.37847752,8.541771063
854,47.37866756,8.542601057
855,47.37763744,8.543101057
856,47.37694735,8.543291058
857,47.37862754,8.541641063
858,47.37955766,8.542151057
859,47.40513977,8.481941398
860,47.40521975,8.480571408
861,47.409521,8.521741098
862,47.36777626,8.544871074
863,47.36803629,8.544601075
864,47.36863636,8.544521073
865,47.36948645,8.543571077
866,47.36797629,8.54530107
867,47.36822632,8.545031071
868,47.36959647,8.544101073
869,47.36938644,8.543691077
870,47.36966647,8.543491077
871,47.36955647,8.544021074
872,47.38050781,8.544771037
873,47.38001775,8.545141037
874,47.38011777,8.545441034
875,47.40355949,8.476701441
876,47.40273949,8.481621407
877,47.39834912,8.48971136
878,47.39819911,8.48983136
879,47.39863922,8.493441333
880,47.39875923,8.493421332
881,47.39873923,8.493301333
882,47.3994093,8.493131333
883,47.3994693,8.492641336
884,47.39967933,8.492961333
885,47.39970934,8.49342133
886,47.40187928,8.475651453
887,47.40011941,8.494451321
888,47.39980938,8.495281316
889,47.39939938,8.497621301
890,47.39919937,8.498651294
891,47.39527907,8.508291237
892,47.39478909,8.513401203
893,47.39370906,8.519651163
894,47.39130886,8.526071127
895,47.3905288,8.527921117
896,47.38913866,8.530411105
897,47.38608836,8.535291082
898,47.38310806,8.540171059
899,47.3819479,8.538161076
900,47.38192789,8.537961077
901,47.37955765,8.541181063
902,47.38040774,8.540601064
903,47.38078778,8.540321065
904,47.38114782,8.540041066
905,47.38127783,8.539091072
906,47.37993767,8.539561073
907,47.38007769,8.53990107
908,47.3800577,8.540501066
909,47.38050775,8.540091067
910,47.38022771,8.53981107
911,47.38031772,8.539601071
912,47.38049774,8.53963107
913,47.38065776,8.539971068
914,47.38062776,8.540041067
915,47.38120783,8.539681068
916,47.38108782,8.539861067
917,47.37984768,8.540991064
918,47.37678732,8.541611069
919,47.37443703,8.541731075
920,47.37316681,8.535441118
921,47.37275674,8.534181127
922,47.39912962,8.514581182
923,47.40293995,8.507161222
924,47.40527019,8.504981231
925,47.40991074,8.504891217
926,47.41014077,8.505101215
927,47.41062084,8.50553121
928,47.41168109,8.512151159
929,47.41172102,8.508271187
930,47.41171101,8.507591192
931,47.41148096,8.506351201
932,47.4111309,8.505671207
933,47.41019078,8.504931216
934,47.40903062,8.503911227
935,47.40762044,8.503261236
936,47.4127011,8.506191199
937,47.41117091,8.505871206
938,47.41218104,8.506081201
939,47.41074085,8.505071213
940,47.41033079,8.504911216
941,47.40864056,8.502841236
942,47.40706038,8.503311237
943,47.40652032,8.503511238
944,47.40658033,8.503961234
945,47.40661034,8.504111233
946,47.4053302,8.50509123
947,47.40904062,8.503631229
948,47.40869059,8.504661223
949,47.40839057,8.505321219
950,47.40845058,8.505491217
951,47.40857059,8.505451217
952,47.40851058,8.505201219
953,47.4087506,8.504671222
954,47.40933067,8.504441222
955,47.40909062,8.503661228
956,47.40815054,8.505321219
957,47.41092091,8.507501195
958,47.41038088,8.509121185
959,47.40878066,8.5077312
960,47.40822059,8.507331205
961,47.4068104,8.506321216
962,47.40871065,8.507921199
963,47.4077405,8.505851217
964,47.40756048,8.505801218
965,47.40716043,8.50568122
966,47.40691041,8.506021218
967,47.40947069,8.504831219
968,47.41236113,8.509741174
969,47.40858053,8.502031242
970,47.4130609,8.493081293
971,47.41192073,8.49132131
972,47.41230073,8.488701328
973,47.41285079,8.488701326
974,47.41718122,8.484911342
975,47.41769125,8.483171353
976,47.42746211,8.469921425
977,47.43463299,8.47159139
978,47.41219104,8.5062512
979,47.41180099,8.506241201
980,47.41386131,8.510071167
981,47.41044088,8.508941186
982,47.40982084,8.510811175
983,47.40942081,8.511991168
984,47.40692049,8.510741185
985,47.40714051,8.510111188
986,47.40710049,8.509651192
987,47.40742052,8.508811197
988,47.40477012,8.504191238
989,47.40443007,8.503551244
990,47.40383999,8.503271247
991,47.40288986,8.502031259
992,47.40278984,8.501521263
993,47.40291983,8.499851275
994,47.40276981,8.499671276
995,47.40233975,8.49935128
996,47.39578925,8.516401179
997,47.39602927,8.515631184
